,Name,Open,High,Low,Close,Volume,Change
2023-11-29,두산에너빌리티,15260,15260,14970,15070,1786131,-0.01245085190039319
2023-11-30,두산에너빌리티,14990,15800,14870,15800,3705112,0.04844061048440618
2023-11-01,포스코인터내셔널,51000,53200,51000,51800,1532242,0.03393213572854292
2023-11-02,포스코인터내셔널,53200,54100,52500,53400,1122131,0.030888030888030826
2023-11-03,포스코인터내셔널,55100,55200,52600,53800,1186964,0.0074906367041198685
2023-11-06,포스코인터내셔널,58800,65400,56800,65200,6589700,0.21189591078066905
2023-11-07,포스코인터내셔널,64900,65000,56200,58100,3257432,-0.10889570552147243
2023-11-08,포스코인터내셔널,57300,60100,56700,56900,1555422,-0.02065404475043031
2023-11-09,포스코인터내셔널,61700,62400,58500,59100,4423935,0.03866432337434089
2023-11-10,포스코인터내셔널,57400,57700,55600,56400,1459046,-0.045685279187817285
2023-11-13,포스코인터내셔널,57500,59600,56400,58100,1640185,0.03014184397163122
2023-11-14,포스코인터내셔널,58600,60100,58400,59500,1413540,0.024096385542168752
2023-11-15,포스코인터내셔널,62300,62300,58700,59300,1447733,-0.003361344537815114
2023-11-16,포스코인터내셔널,59700,60700,58700,59700,1001438,0.006745362563237878
2023-11-17,포스코인터내셔널,59300,59400,57500,58300,807754,-0.02345058626465657
2023-11-20,포스코인터내셔널,58300,59600,57900,59200,671997,0.015437392795883298
2023-11-21,포스코인터내셔널,59800,60600,58400,58900,708955,-0.0050675675675675436
2023-11-22,포스코인터내셔널,58400,59200,57800,57900,609676,-0.01697792869269954
2023-11-23,포스코인터내셔널,58100,58500,57300,58200,540570,0.005181347150259086
2023-11-24,포스코인터내셔널,58200,59300,57900,58900,654492,0.012027491408934665
2023-11-27,포스코인터내셔널,59000,59200,57200,57300,669248,-0.02716468590831922
2023-11-28,포스코인터내셔널,57300,58600,57000,57600,712435,0.005235602094240788
2023-11-29,포스코인터내셔널,57900,58200,56100,58000,1028852,0.00694444444444442
2023-11-30,포스코인터내셔널,57500,58000,56800,57200,1193775,-0.01379310344827589
2023-11-01,우리금융지주,11940,12060,11890,12060,1434002,0.013445378151260456
2023-11-02,우리금융지주,12180,12260,11980,12030,2498708,-0.0024875621890547706
2023-11-03,우리금융지주,12120,12220,12010,12140,1792111,0.009143807148794592
2023-11-06,우리금융지주,12190,12570,12130,12570,2159112,0.03542009884678743
2023-11-07,우리금융지주,12490,12500,12230,12410,1938712,-0.012728719172633296
2023-11-08,우리금융지주,12410,12450,12220,12250,1314262,-0.012892828364222453
2023-11-09,우리금융지주,12200,12340,12200,12280,1327939,0.002448979591836764
2023-11-10,우리금융지주,12230,12350,12220,12320,891594,0.0032573289902280145
2023-11-13,우리금융지주,12390,12440,12300,12400,939769,0.006493506493506551
2023-11-14,우리금융지주,12490,12560,12420,12540,1584157,0.011290322580645107
2023-11-15,우리금융지주,12620,12670,12550,12620,2050637,0.006379585326953707
2023-11-16,우리금융지주,12650,12690,12530,12600,947824,-0.0015847860538826808
2023-11-17,우리금융지주,12590,12650,12480,12510,868029,-0.0071428571428571175
2023-11-20,우리금융지주,12440,12550,12440,12490,839016,-0.001598721023181482
2023-11-21,우리금융지주,12590,12720,12520,12720,2486148,0.018414731785428406
2023-11-22,우리금융지주,12610,12730,12610,12700,717389,-0.0015723270440252124
2023-11-23,우리금융지주,12690,12740,12670,12710,807320,0.0007874015748030594
2023-11-24,우리금융지주,12710,12770,12670,12700,738378,-0.0007867820613689513
2023-11-27,우리금융지주,12690,12760,12650,12750,1083609,0.003937007874015741
2023-11-28,우리금융지주,12750,12920,12660,12920,2100655,0.01333333333333342
2023-11-29,우리금융지주,12830,12920,12780,12800,1247453,-0.009287925696594423
2023-11-30,우리금융지주,12800,13020,12780,13020,3483732,0.01718749999999991
2023-11-01,하이브,220000,231000,214000,230500,259672,0.05011389521640086
2023-11-02,하이브,235000,243000,220500,227500,606694,-0.013015184381778733
2023-11-03,하이브,231500,231500,213000,216000,448385,-0.05054945054945059
2023-11-06,하이브,222500,227500,217000,227500,351886,0.0532407407407407
2023-11-07,하이브,212000,220000,208000,215500,3694893,-0.05274725274725278
2023-11-08,하이브,219000,223500,214500,216500,459041,0.004640371229698292
2023-11-09,하이브,216000,217000,206500,212000,540242,-0.020785219399538146
2023-11-10,하이브,209500,214000,209000,212000,332496,0.0
2023-11-13,하이브,214000,217000,202500,202500,404476,-0.04481132075471694
2023-11-14,하이브,204500,207500,201500,204500,210013,0.009876543209876631
2023-11-15,하이브,209500,211500,206000,211000,291330,0.0317848410757946
2023-11-16,하이브,212500,212500,205500,205500,199322,-0.026066350710900466
2023-11-17,하이브,205500,207500,188400,190300,855001,-0.07396593673965934
2023-11-20,하이브,190400,195500,190300,193400,380926,0.016290068313189687
2023-11-21,하이브,193400,201000,193400,199200,287774,0.02998965873836612
2023-11-22,하이브,199200,202500,197100,200000,171638,0.004016064257028162
2023-11-23,하이브,199000,212000,199000,212000,433361,0.06000000000000005
2023-11-24,하이브,210000,212500,207000,210500,162201,-0.007075471698113178
2023-11-27,하이브,212500,213000,207000,212000,166300,0.0071258907363420665
2023-11-28,하이브,213000,214000,210000,213000,162997,0.004716981132075526
2023-11-29,하이브,213000,215500,211500,215000,152859,0.009389671361502261
2023-11-30,하이브,213500,215500,207500,215500,323582,0.0023255813953488857
2023-11-01,기업은행,11200,11260,11140,11260,590406,0.008057296329453845
2023-11-02,기업은행,11320,11450,11180,11190,1037572,-0.006216696269982225
2023-11-03,기업은행,11230,11320,11200,11310,694280,0.01072386058981234
2023-11-06,기업은행,11400,11580,11280,11580,1569090,0.023872679045092937
2023-11-07,기업은행,11470,11520,11370,11490,641495,-0.007772020725388629
2023-11-08,기업은행,11590,11600,11430,11430,493541,-0.005221932114882533
2023-11-09,기업은행,11390,11560,11380,11510,662018,0.006999125109361293
2023-11-10,기업은행,11420,11550,11420,11470,489734,-0.0034752389226759828
2023-11-13,기업은행,11530,11610,11470,11570,608584,0.008718395815169977
2023-11-14,기업은행,11610,11730,11590,11720,836076,0.012964563526361328
2023-11-15,기업은행,11780,11840,11650,11670,1249429,-0.004266211604095571
2023-11-16,기업은행,11680,11710,11590,11700,832916,0.0025706940874035134
2023-11-17,기업은행,11700,11710,11630,11680,567787,-0.0017094017094017033
2023-11-20,기업은행,11640,11690,11610,11620,517030,-0.005136986301369828
2023-11-21,기업은행,11710,11720,11620,11700,734890,0.0068846815834766595
2023-11-22,기업은행,11640,11720,11640,11680,438942,-0.0017094017094017033
2023-11-23,기업은행,11640,11710,11630,11670,583627,-0.0008561643835616195
2023-11-24,기업은행,11710,11730,11680,11700,650684,0.0025706940874035134
2023-11-27,기업은행,11700,11740,11640,11730,513720,0.002564102564102555
2023-11-28,기업은행,11740,11750,11660,11720,701656,-0.0008525149190110604
2023-11-29,기업은행,11720,11760,11680,11720,742385,0.0
2023-11-30,기업은행,11720,11830,11700,11830,1744179,0.009385665529010323
2023-11-01,KT,32650,33300,32500,33200,614350,0.016845329249617125
2023-11-02,KT,33350,33500,32900,33250,607971,0.001506024096385561
2023-11-03,KT,33250,33350,33050,33250,326728,0.0
2023-11-06,KT,33200,33500,32750,33500,918195,0.007518796992481258
2023-11-07,KT,33100,33150,32700,32700,726243,-0.023880597014925398
2023-11-08,KT,33000,33150,32500,32600,575949,-0.003058103975535187
2023-11-09,KT,32600,33000,32550,32950,649586,0.010736196319018454
2023-11-10,KT,32750,33000,32600,32900,229325,-0.0015174506828528056
2023-11-13,KT,33000,33050,32550,32850,530810,-0.001519756838905817
2023-11-14,KT,33050,33150,32800,32950,366831,0.003044140030441511
2023-11-15,KT,33150,33150,32800,33050,733779,0.003034901365705611
2023-11-16,KT,32950,33150,32850,32950,223613,-0.00302571860816947
2023-11-17,KT,32950,33300,32850,33050,394748,0.003034901365705611
2023-11-20,KT,32950,33300,32850,33200,431302,0.004538577912254205
2023-11-21,KT,33300,33300,32950,33250,346611,0.001506024096385561
2023-11-22,KT,33000,33200,32950,32950,336425,-0.009022556390977488
2023-11-23,KT,32950,33200,32950,33150,406566,0.006069802731411222
2023-11-24,KT,33250,33250,32900,32900,285529,-0.007541478129713397
2023-11-27,KT,33100,33250,32950,33100,385642,0.006079027355623046
2023-11-28,KT,33250,33550,33250,33500,591743,0.012084592145015005
2023-11-29,KT,33350,33500,33150,33300,370485,-0.005970149253731294
2023-11-30,KT,33300,33550,32950,33550,1191590,0.007507507507507505
2023-11-17,에코프로머티,43000,65800,42950,57200,40145574,
2023-11-20,에코프로머티,66000,74300,61500,74300,9254377,0.29895104895104896
2023-11-21,에코프로머티,85300,96500,83400,96500,16373917,0.2987886944818303
2023-11-22,에코프로머티,96300,108500,88200,91200,14743137,-0.05492227979274611
2023-11-23,에코프로머티,90900,101600,88900,99100,7749291,0.08662280701754388
2023-11-24,에코프로머티,98500,102000,95000,99100,4624663,0.0
2023-11-27,에코프로머티,103900,128800,102200,124600,12950817,0.25731584258324913
2023-11-28,에코프로머티,122300,134100,110500,133000,8556058,0.0674157303370786
2023-11-29,에코프로머티,129900,151200,126500,136500,9396619,0.026315789473684292
2023-11-30,에코프로머티,137200,144300,132300,137000,2990214,0.00366300366300365
2023-11-01,대한항공,20350,20450,19940,20200,607370,-0.014634146341463428
2023-11-02,대한항공,20350,20550,20100,20150,609243,-0.0024752475247524774
2023-11-03,대한항공,20350,20500,20150,20450,569772,0.014888337468982549
2023-11-06,대한항공,20750,21150,20500,21150,1220631,0.03422982885085579
2023-11-07,대한항공,21050,21050,20600,20850,575198,-0.014184397163120588
2023-11-08,대한항공,21150,21200,20800,20800,518820,-0.0023980815347721673
2023-11-09,대한항공,20900,21700,20850,21650,1180400,0.04086538461538458
2023-11-10,대한항공,21450,21550,21200,21300,406811,-0.0161662817551963
2023-11-13,대한항공,21300,21400,20850,21100,488084,-0.009389671361502372
2023-11-14,대한항공,21300,21700,21250,21400,477183,0.014218009478673022
2023-11-15,대한항공,21900,21950,21600,21950,1067828,0.025700934579439227
2023-11-16,대한항공,21950,22350,21900,21950,785901,0.0
2023-11-17,대한항공,22200,22700,22100,22550,1347119,0.02733485193621865
2023-11-20,대한항공,22400,22550,22050,22350,701806,-0.008869179600886956
2023-11-21,대한항공,22550,22850,22450,22600,1054539,0.01118568232662187
2023-11-22,대한항공,22350,22600,22250,22350,535508,-0.011061946902654829
2023-11-23,대한항공,22500,22800,22450,22800,921535,0.020134228187919545
2023-11-24,대한항공,22700,22800,22250,22400,583689,-0.01754385964912286
2023-11-27,대한항공,22250,22350,21950,22050,649007,-0.015625
2023-11-28,대한항공,22250,22500,22250,22350,873119,0.013605442176870763
2023-11-29,대한항공,22350,22350,22100,22100,617363,-0.01118568232662187
2023-11-30,대한항공,22100,22450,21800,22450,1005196,0.015837104072398134
2023-11-01,한화오션,23400,24150,23350,23550,630969,-0.0021186440677966045
2023-11-02,한화오션,23850,24200,23650,23900,726042,0.014861995753715496
2023-11-03,한화오션,24150,24550,23300,23900,1326721,0.0
2023-11-06,한화오션,24400,26800,23950,26800,1284009,0.12133891213389125
2023-11-07,한화오션,26500,26600,25550,26300,847910,-0.018656716417910446
2023-11-08,한화오션,26500,26500,24400,24550,816420,-0.06653992395437258
2023-11-09,한화오션,23350,24200,23200,24100,597001,-0.018329938900203624
2023-11-10,한화오션,23600,24100,23250,23700,450645,-0.016597510373444035
2023-11-13,한화오션,24150,24150,22600,22650,571538,-0.044303797468354444
2023-11-14,한화오션,22850,23300,22700,23200,452108,0.024282560706401668
2023-11-15,한화오션,24000,25050,23650,25050,845908,0.07974137931034475
2023-11-16,한화오션,25100,25450,24200,25400,739018,0.013972055888223478
2023-11-17,한화오션,25400,25400,24350,24500,385235,-0.03543307086614178
2023-11-20,한화오션,24450,27750,24400,27450,1488313,0.12040816326530601
2023-11-21,한화오션,27600,27650,26300,26750,908615,-0.025500910746812377
2023-11-22,한화오션,27000,29250,26900,27600,1260402,0.031775700934579376
2023-11-23,한화오션,28000,28250,26850,27200,709007,-0.01449275362318836
2023-11-24,한화오션,23300,24100,22600,22650,9829657,-0.16727941176470584
2023-11-27,한화오션,22650,23550,21900,23350,3875489,0.030905077262693093
2023-11-28,한화오션,23200,26450,23000,25550,8997979,0.09421841541755893
2023-11-29,한화오션,26050,27300,25250,26800,5131577,0.048923679060665304
2023-11-30,한화오션,27000,27400,25950,27300,2481576,0.018656716417910557
2023-11-01,HD한국조선해양,90300,92000,90200,92000,134760,0.01882613510520481
2023-11-02,HD한국조선해양,93000,94400,91800,93300,196525,0.01413043478260878
2023-11-03,HD한국조선해양,93800,96600,93500,96300,168857,0.03215434083601276
2023-11-06,HD한국조선해양,98100,102600,96200,102600,884626,0.06542056074766345
2023-11-07,HD한국조선해양,101000,102300,98000,101600,344237,-0.00974658869395717
2023-11-08,HD한국조선해양,103000,103600,98500,98600,181785,-0.029527559055118058
2023-11-09,HD한국조선해양,98600,99500,97400,98000,186587,-0.006085192697768749
2023-11-10,HD한국조선해양,97000,97500,95400,97100,137043,-0.009183673469387754
2023-11-13,HD한국조선해양,98200,99800,94800,95700,178365,-0.01441812564366629
2023-11-14,HD한국조선해양,97900,98000,94000,95300,227430,-0.004179728317659337
2023-11-15,HD한국조선해양,97200,99800,96600,99400,259351,0.043022035676810066
2023-11-16,HD한국조선해양,98800,99100,96600,99100,164958,-0.003018108651911433
2023-11-17,HD한국조선해양,99600,99600,97200,98200,93316,-0.00908173562058523
2023-11-20,HD한국조선해양,98300,101800,97900,100900,205312,0.027494908350305547
2023-11-21,HD한국조선해양,101800,101800,100400,101100,201568,0.001982160555004997
2023-11-22,HD한국조선해양,101000,104200,100200,103000,171973,0.01879327398615227
2023-11-23,HD한국조선해양,102900,103700,101800,102600,87010,-0.003883495145631022
2023-11-24,HD한국조선해양,102600,102900,100900,102000,120349,-0.005847953216374324
2023-11-27,HD한국조선해양,103400,106000,101400,106000,191008,0.03921568627450989
2023-11-28,HD한국조선해양,106900,109100,105800,108000,199417,0.018867924528301883
2023-11-29,HD한국조선해양,108300,108700,105900,107500,148750,-0.00462962962962965
2023-11-30,HD한국조선해양,107000,111700,106200,111700,244425,0.039069767441860526
2023-11-01,S-Oil,66500,66800,65500,66500,207846,0.001506024096385561
2023-11-02,S-Oil,66800,67900,66800,67200,259540,0.010526315789473717
2023-11-03,S-Oil,67800,68200,67200,67700,344088,0.007440476190476275
2023-11-06,S-Oil,68000,69700,68000,69700,319498,0.02954209748892178
2023-11-07,S-Oil,69800,70100,68000,68800,241328,-0.012912482065997155
2023-11-08,S-Oil,67700,68400,67000,67400,313950,-0.02034883720930236
2023-11-09,S-Oil,66900,67600,66600,67000,264860,-0.005934718100890191
2023-11-10,S-Oil,67000,67300,66600,66900,165543,-0.0014925373134327957
2023-11-13,S-Oil,67600,68100,67000,67400,153697,0.007473841554558991
2023-11-14,S-Oil,68000,68800,67600,68600,201903,0.017804154302670572
2023-11-15,S-Oil,69600,69700,68600,69400,260646,0.011661807580174877
2023-11-16,S-Oil,69000,69700,68500,69000,147357,-0.0057636887608069065
2023-11-17,S-Oil,68300,68400,67400,67800,272200,-0.017391304347826098
2023-11-20,S-Oil,68400,69500,68100,69300,183928,0.022123893805309658
2023-11-21,S-Oil,69800,70300,69400,70100,289160,0.011544011544011523
2023-11-22,S-Oil,69800,70300,69500,70100,125785,0.0
2023-11-23,S-Oil,69800,70300,69500,70000,155693,-0.0014265335235378318
2023-11-24,S-Oil,70000,70200,69400,70100,141633,0.0014285714285713347
2023-11-27,S-Oil,70200,70400,69800,70200,114252,0.0014265335235377208
2023-11-28,S-Oil,70300,70300,69300,69900,157215,-0.004273504273504258
2023-11-29,S-Oil,70000,70100,69000,69100,193993,-0.011444921316165924
2023-11-30,S-Oil,69500,69600,68200,68200,403267,-0.013024602026049159
2023-11-01,아모레퍼시픽,128100,135000,127500,134700,849103,0.06566455696202533
2023-11-02,아모레퍼시픽,135900,136000,129000,130800,569951,-0.028953229398663738
2023-11-03,아모레퍼시픽,131300,135000,131000,133300,234375,0.01911314984709489
2023-11-06,아모레퍼시픽,136000,143300,135900,143300,609675,0.07501875468867225
2023-11-07,아모레퍼시픽,142300,143600,139000,143600,382573,0.002093510118632347
2023-11-08,아모레퍼시픽,144500,145500,140300,142800,192171,-0.005571030640668551
2023-11-09,아모레퍼시픽,141900,145000,141100,145000,194635,0.01540616246498594
2023-11-10,아모레퍼시픽,143200,145000,137800,138200,153582,-0.04689655172413798
2023-11-13,아모레퍼시픽,140000,141800,135400,137000,123109,-0.00868306801736618
2023-11-14,아모레퍼시픽,138100,138300,133000,133900,205221,-0.022627737226277422
2023-11-15,아모레퍼시픽,137400,140500,133500,136000,212072,0.015683345780433067
2023-11-16,아모레퍼시픽,135700,135900,133300,134000,88029,-0.014705882352941124
2023-11-17,아모레퍼시픽,134600,135900,133500,135700,62787,0.012686567164179152
2023-11-20,아모레퍼시픽,135900,136100,133200,135700,108234,0.0
2023-11-21,아모레퍼시픽,135000,136500,134100,134500,82641,-0.008843036109064117
2023-11-22,아모레퍼시픽,133500,134800,131200,132400,105186,-0.015613382899628214
2023-11-23,아모레퍼시픽,131700,132900,130700,132100,98116,-0.0022658610271902857
2023-11-24,아모레퍼시픽,132900,132900,129200,130000,92536,-0.015897047691143085
2023-11-27,아모레퍼시픽,130000,134700,130000,134400,98430,0.03384615384615386
2023-11-28,아모레퍼시픽,135700,135800,131500,133200,78201,-0.008928571428571397
2023-11-29,아모레퍼시픽,132100,134900,130800,132900,88226,-0.0022522522522522292
2023-11-30,아모레퍼시픽,134000,134200,129000,129300,271076,-0.02708803611738153
2023-11-01,삼성중공업,6880,7040,6870,6910,3765965,0.01319648093841641
2023-11-02,삼성중공업,7050,7180,7020,7100,3479262,0.02749638205499272
2023-11-03,삼성중공업,7260,7270,7100,7260,2474122,0.022535211267605604
2023-11-06,삼성중공업,7390,7530,7290,7530,4803939,0.037190082644628086
2023-11-07,삼성중공업,7500,7500,7220,7370,3783980,-0.021248339973439556
2023-11-08,삼성중공업,7400,7450,7180,7190,2778836,-0.024423337856173677
2023-11-09,삼성중공업,7190,7210,6990,7160,3280364,-0.004172461752433909
2023-11-10,삼성중공업,7080,7160,7040,7150,1881745,-0.0013966480446927498
2023-11-13,삼성중공업,7230,7260,7050,7080,2233514,-0.009790209790209836
2023-11-14,삼성중공업,7170,7180,7100,7170,2621876,0.012711864406779627
2023-11-15,삼성중공업,7340,7580,7270,7530,6330063,0.05020920502092041
2023-11-16,삼성중공업,7540,7610,7340,7600,3875462,0.009296148738379806
2023-11-17,삼성중공업,7530,7570,7400,7400,2180590,-0.02631578947368418
2023-11-20,삼성중공업,7430,7880,7400,7720,7165744,0.043243243243243246
2023-11-21,삼성중공업,7770,7780,7660,7710,3676185,-0.0012953367875647714
2023-11-22,삼성중공업,7710,8000,7680,7960,6619664,0.03242542153048
2023-11-23,삼성중공업,7970,8060,7840,7890,3923585,-0.008793969849246186
2023-11-24,삼성중공업,7850,7890,7610,7630,4619266,-0.03295310519645123
2023-11-27,삼성중공업,7670,7880,7570,7840,3339491,0.02752293577981657
2023-11-28,삼성중공업,7870,8240,7840,8160,8956745,0.04081632653061229
2023-11-29,삼성중공업,8220,8300,7980,8020,5221415,-0.01715686274509809
2023-11-30,삼성중공업,7990,8050,7890,7980,5325644,-0.004987531172069848
2023-11-01,SK바이오팜,75400,76100,74300,75600,92279,0.0026525198938991412
2023-11-02,SK바이오팜,76100,77500,75800,77200,147421,0.021164021164021163
2023-11-03,SK바이오팜,78000,78200,77100,77300,65838,0.0012953367875647714
2023-11-06,SK바이오팜,78700,83200,78500,83200,246711,0.07632600258732203
2023-11-07,SK바이오팜,82900,88100,82300,85700,244561,0.030048076923076872
2023-11-08,SK바이오팜,86900,89500,86100,87600,201485,0.022170361726954413
2023-11-09,SK바이오팜,87600,88700,85100,85200,105339,-0.0273972602739726
2023-11-10,SK바이오팜,84600,87700,84400,87600,146242,0.028169014084507005
2023-11-13,SK바이오팜,88400,88500,85000,86400,98971,-0.013698630136986356
2023-11-14,SK바이오팜,87700,87700,85200,86000,60933,-0.00462962962962965
2023-11-15,SK바이오팜,87900,88500,86400,87800,115247,0.020930232558139528
2023-11-16,SK바이오팜,87200,88000,86500,87000,51377,-0.009111617312072884
2023-11-17,SK바이오팜,87300,87600,85400,85700,38421,-0.014942528735632177
2023-11-20,SK바이오팜,86300,87300,85400,87200,47596,0.0175029171528589
2023-11-21,SK바이오팜,87900,89200,86700,88600,92129,0.016055045871559592
2023-11-22,SK바이오팜,88500,91000,87900,89400,131275,0.009029345372460584
2023-11-23,SK바이오팜,90700,90700,89100,90400,66598,0.01118568232662187
2023-11-24,SK바이오팜,90000,90400,86700,86800,107379,-0.03982300884955747
2023-11-27,SK바이오팜,86800,87200,85500,86300,79787,-0.005760368663594417
2023-11-28,SK바이오팜,87100,88200,86100,87100,90145,0.009269988412514474
2023-11-29,SK바이오팜,87000,87100,84700,84700,104792,-0.027554535017221604
2023-11-30,SK바이오팜,84700,86100,84000,86100,133401,0.016528925619834656
