Cluster,Name,Code
0,코아시아,045970
4,피에이치에이,043370
6,JTC,950170
3,앱클론,174900
1,티움바이오,321550
1,SM C&C,048550
6,헥토이노베이션,214180
2,헥토파이낸셜,234340
3,티에스아이,277880
0,아비코전자,036010
0,에이프로,262260
0,드림시큐리티,203650
2,위닉스,044340
2,와이엠티,251370
2,팜스토리,027710
0,브이원텍,251630
1,와이엠텍,273640
1,압타바이오,293780
4,팅크웨어,084730
3,에이비프로바이오,195990
0,오파스넷,173130
1,지놈앤컴퍼니,314130
1,연우,115960
3,신테카바이오,226330
1,티케이케미칼,104480
3,한일사료,005860
6,어보브반도체,102120
5,퓨쳐켐,220100
2,와이지-원,019210
2,동국S&C,100130
6,윈스,136540
6,DMS,068790
3,드림어스컴퍼니,060570
0,네오셈,253590
0,지앤비에스 에코,382800
2,골프존뉴딘홀딩스,121440
6,대한약품,023910
2,일진파워,094820
6,고스트스튜디오,950190
0,매커스,093520
0,라온피플,300120
6,에이치피오,357230
1,그래디언트,035080
3,대화제약,067080
1,유니슨,018000
6,유비쿼스,264450
5,리튬포어스,073570
3,엔젯,419080
1,티앤알바이오팹,246710
0,마음AI,377480
1,애니플러스,310200
2,아이씨디,040910
6,금화피에스시,036190
0,지어소프트,051160
3,라파스,214260
0,아진산업,013310
5,삼기이브이,419050
6,제이씨케미칼,137950
0,제이스텍,090470
2,리드코프,012700
3,아이텍,119830
2,범한퓨얼셀,382900
4,싸이맥스,160980
2,보성파워텍,006910
4,동양이엔피,079960
6,리파인,377450
5,엔피,291230
2,켄코아에어로스페이스,274090
1,디케이티,290550
5,고바이오랩,348150
3,지투파워,388050
2,LB루셈,376190
1,켐트로스,220260
5,자람테크놀로지,389020
0,모베이스전자,012860
6,홈센타홀딩스,060560
2,동구바이오제약,006620
4,세종텔레콤,036630
2,슈프리마,236200
0,이스트소프트,047560
4,KNN,058400
1,키이스트,054780
6,엔지켐생명과학,183490
5,금양그린파워,282720
3,다산네트웍스,039560
2,현대바이오랜드,052260
3,엑셈,205100
1,대원미디어,048910
5,HLB파나진,046210
3,플리토,300080
5,이오플로우,294090
5,오리콤,010470
0,인성정보,033230
3,수젠텍,253840
0,지오엘리먼트,311320
2,풍국주정,023900
1,에브리봇,270660
3,나인테크,267320
2,화일약품,061250
3,플래스크,041590
0,엠플러스,259630
1,서울바이오시스,092190
3,동신건설,025950
1,청담글로벌,362320
0,위더스제약,330350
6,삼지전자,037460
4,에이티넘인베스트,021080
3,MDS테크,086960
2,현대이지웰,090850
4,대성창투,027830
3,꿈비,407400
3,덴티스,261200
0,차백신연구소,261780
1,CJ 바이오사이언스,311690
1,인크로스,216050
0,케이엔제이,272110
2,디에스케이,109740
0,엔비티,236810
2,코렌텍,104540
3,이루다,164060
6,특수건설,026150
2,테라젠이텍스,066700
0,핑거,163730
1,미스터블루,207760
1,맥스트,377030
4,오리엔탈정공,014940
1,오이솔루션,138080
1,풍원정밀,371950
2,남화산업,111710
5,안트로젠,065660
1,스튜디오미르,408900
1,제로투세븐,159580
6,아가방컴퍼니,013990
2,아스플로,159010
2,케이엔더블유,105330
2,와이엔텍,067900
0,디티앤씨알오,383930
2,레드캡투어,038390
6,인피니트헬스케어,071200
1,서플러스글로벌,140070
2,태웅로직스,124560
2,엠투아이,347890
0,덕우전자,263600
1,에이스토리,241840
5,우리바이오,082850
6,한국경제TV,039340
6,우주일렉트로,065680
6,대한뉴팜,054670
2,제노코,361390
2,SBI인베스트먼트,019550
1,뉴프렉스,085670
5,티사이언티픽,057680
2,휴맥스,115160
2,브랜드엑스코퍼레이션,337930
1,NEW,160550
6,세운메디칼,100700
2,웹케시,053580
2,동아화성,041930
3,아모센스,357580
4,아이티센,124500
1,큐라클,365270
1,유일에너테크,340930
2,엠게임,058630
0,바이오솔루션,086820
0,코스맥스엔비티,222040
4,삼보모터스,053700
2,알에프텍,061040
2,케이프,064820
6,우리산업,215360
5,오비고,352910
5,이지케어텍,099750
4,엑시콘,092870
2,아이에이,038880
3,나우IB,293580
0,이랜시스,264850
6,일월지엠엘,178780
0,흥구석유,024060
6,제이엔케이히터,126880
3,하인크코리아,373200
2,비엠티,086670
1,타이거일렉,219130
2,오션브릿지,241790
3,라이온켐텍,171120
5,선바이오,067370
3,하이로닉,149980
1,지아이텍,382480
0,엘티씨,170920
6,한라IMS,092460
1,에이비온,203400
2,녹십자웰빙,234690
2,오성첨단소재,052420
1,빅텍,065450
2,예스24,053280
2,이지바이오,353810
3,레몬,294140
2,아이디스홀딩스,054800
4,유비벨록스,089850
1,케이피에스,256940
2,SBS콘텐츠허브,046140
6,씨앤지하이테크,264660
6,대원산업,005710
2,KCC건설,021320
6,라온테크,232680
5,와이팜,332570
3,알에스오토메이션,140670
1,아모텍,052710
6,정상제이엘에스,040420
0,솔본,035610
5,코리아나,027050
6,매일홀딩스,005990
3,제이아이테크,417500
3,텔콘RF제약,200230
3,중앙백신,072020
6,대양전기공업,108380
0,케이에스피,073010
0,인벤티지랩,389470
6,씨티케이,260930
1,알비더블유,361570
4,제일전기공업,199820
2,현대에버다임,041440
3,엘컴텍,037950
1,푸드나무,290720
1,엔브이에이치코리아,067570
1,이노메트리,302430
3,희림,037440
4,3S,060310
6,서원인텍,093920
0,마이크로디지탈,305090
0,지니언스,263860
6,영화테크,265560
2,노랑풍선,104620
3,테고사이언스,191420
3,에이팩트,200470
5,코닉오토메이션,391710
2,인화정공,101930
3,대봉엘에스,078140
0,유아이엘,049520
3,야스,255440
2,와이엠씨,155650
2,엔시스,333620
6,SBI핀테크솔루션즈,950110
5,광무,029480
1,팬엔터테인먼트,068050
2,우리손에프앤지,073560
2,안국약품,001540
2,에스퓨얼셀,288620
2,국보디자인,066620
0,파이버프로,368770
6,현대공업,170030
2,에스엠코어,007820
2,파수,150900
0,세코닉스,053450
1,원티드랩,376980
6,옵티팜,153710
5,기가레인,049080
1,에스트래픽,234300
5,세아메카닉스,396300
1,네온테크,306620
3,트루윈,105550
2,코텍,052330
2,캠시스,050110
1,소마젠,950200
2,젬백스링크,064800
0,에이테크솔루션,071670
6,비아트론,141000
3,디에이테크놀로지,196490
0,리메드,302550
2,SV인베스트먼트,289080
3,케일럼,258610
3,에스피시스템스,317830
4,우수AMS,066590
2,미투온,201490
0,오상자이엘,053980
3,상보,027580
0,유니테크노,241690
0,에이텍,045660
6,웰크론,065950
5,위드텍,348350
2,티비씨,033830
3,앤디포스,238090
0,오스테오닉,226400
2,국순당,043650
3,지에스이,053050
1,금강철강,053260
5,폴라리스세원,234100
6,비트컴퓨터,032850
1,케이피에프,024880
0,아진엑스텍,059120
3,유신,054930
2,참좋은여행,094850
6,아톤,158430
2,바이젠셀,308080
6,에스텍,069510
0,시그네틱스,033170
1,나노엔텍,039860
0,메타바이오메드,059210
5,포바이포,389140
2,씨앤투스,352700
1,로보로보,215100
1,피제이전자,006140
6,베뉴지,019010
1,와이씨켐,112290
4,라온시큐어,042510
2,서한,011370
2,케이사인,192250
1,강스템바이오텍,217730
6,삼양옵틱스,225190
1,래몽래인,200350
0,에프엔에스테크,083500
0,인포뱅크,039290
6,유니크,011320
1,트윔,290090
2,디바이스이엔지,187870
3,블리츠웨이,369370
0,스피어파워,203690
0,EG,037370
0,러셀,217500
1,모델솔루션,417970
1,이엠코리아,095190
3,제이씨현시스템,033320
1,가온그룹,078890
6,덕신하우징,090410
3,신신제약,002800
1,와이어블,065530
1,바이오톡스텍,086040
3,유라테크,048430
3,디스플레이텍,066670
5,에스엔유,080000
3,센코,347000
4,선진뷰티사이언스,086710
2,TJ미디어,032540
1,엠에스씨,009780
0,파라텍,033540
1,셀루메드,049180
2,포인트엔지니어링,256630
6,피엔티엠에스,257370
6,한국선재,025550
2,디케이락,105740
5,FSN,214270
3,미래생명자원,218150
3,탑엔지니어링,065130
4,정다운,208140
3,모바일어플라이언스,087260
3,케이씨에스,115500
5,대성하이텍,129920
1,오르비텍,046120
4,피제이메탈,128660
1,아이씨에이치,368600
1,남화토건,091590
3,한컴위드,054920
4,시공테크,020710
4,코리아에프티,123410
0,오하임앤컴퍼니,309930
1,RF머트리얼즈,327260
3,코스텍시스,355150
3,일승,333430
1,케어랩스,263700
2,에스제이그룹,306040
1,스코넥,276040
1,SM Life Design,063440
0,우리로,046970
3,PN풍년,024940
1,티쓰리,204610
0,본느,226340
2,로체시스템즈,071280
2,프롬바이오,377220
6,경남스틸,039240
3,자연과환경,043910
2,메카로,241770
1,삼화네트웍스,046390
6,HRS,036640
5,바이브컴퍼니,301300
4,한국컴퓨터,054040
2,나라엠앤디,051490
0,저스템,417840
2,에스넷,038680
3,머큐리,100590
6,코메론,049430
3,지니너스,389030
3,데이타솔루션,263800
2,큐에스아이,066310
5,엠벤처투자,019590
3,에코바이오,038870
0,애니젠,196300
2,삼천리자전거,024950
2,DSC인베스트먼트,241520
0,브리지텍,064480
2,옵투스제약,131030
1,샤페론,378800
3,윈팩,097800
6,삼현철강,017480
0,세경하이테크,148150
5,오브젠,417860
1,모비릭스,348030
1,플라즈맵,405000
0,경창산업,024910
2,아이비김영,339950
1,웰크론한텍,076080
1,삼기,122350
0,핌스,347770
5,모비데이즈,363260
3,모아데이타,288980
0,이라이콤,041520
2,잉크테크,049550
1,오픈베이스,049480
5,CBI,013720
2,디지틀조선,033130
5,에이치엘사이언스,239610
0,제이티,089790
5,클리노믹스,352770
4,아이엘사이언스,307180
5,코콤,015710
2,유성티엔에스,024800
5,소니드,060230
4,웨이브일렉트로,095270
2,고려제약,014570
2,흥국에프엔비,189980
3,컴퍼니케이,307930
3,줌인터넷,239340
1,동일금속,109860
5,피코그램,376180
2,서린바이오,038070
0,제일테크노스,038010
3,인지디스플레,037330
5,이원컴포텍,088290
1,그린플러스,186230
2,한국전자인증,041460
5,티플랙스,081150
2,현우산업,092300
6,엔에프씨,265740
3,아이큐어,175250
4,에이루트,096690
0,손오공,066910
6,에프앤가이드,064850
4,YBM넷,057030
6,영림원소프트랩,060850
2,에프엔씨엔터,173940
6,동우팜투테이블,088910
0,모베이스,101330
5,티엔엔터테인먼트,131100
6,진양제약,007370
2,오로라,039830
1,코퍼스코리아,322780
5,우림피티에스,101170
5,제이스코홀딩스,023440
0,에이텍모빌리티,224110
3,웨이버스,336060
1,우리넷,115440
1,이노뎁,303530
3,퀀타매트릭스,317690
6,유에스티,263770
0,구영테크,053270
6,유니트론텍,142210
0,SG,255220
4,액트로,290740
0,태성,323280
3,드림씨아이에스,223250
6,피에스텍,002230
6,iMBC,052220
3,라이트론,069540
5,옵트론텍,082210
1,알피바이오,314140
0,성호전자,043260
2,피엔케이피부임상연구센타,347740
1,SBW생명과학,151910
1,플래티어,367000
4,프리엠스,053160
2,티에스넥스젠,043220
5,대모,317850
4,링크제니시스,219420
1,한일단조,024740
0,푸른기술,094940
2,파이오링크,170790
1,제노포커스,187420
0,레이저쎌,412350
0,제룡산업,147830
0,슈프리마에이치큐,094840
3,나무기술,242040
1,제놀루션,225220
2,대원,007680
6,흥국,010240
2,스톤브릿지벤처스,330730
1,에코캡,128540
3,이삭엔지니어링,351330
5,한주라이트메탈,198940
6,하츠,066130
3,애머릿지,900100
6,미래에셋드림스팩1호,442900
2,램테크놀러지,171010
5,이글벳,044960
0,힘스,238490
0,디티앤씨,187220
3,보라티알,250000
3,인산가,277410
2,바이오스마트,038460
0,대창솔루션,096350
3,포시에스,189690
1,수산아이앤티,050960
0,지엔씨에너지,119850
2,쎄노텍,222420
0,서진오토모티브,122690
3,프로이천,321260
1,SDN,099220
3,KBG,318000
4,누리플렉스,040160
3,린드먼아시아,277070
2,이지트로닉스,377330
5,아스트,067390
1,엔젠바이오,354200
5,이화공영,001840
6,에스앤디,260970
1,에이치와이티씨,148930
2,DH오토웨어,025440
2,큐캐피탈,016600
5,인포마크,175140
6,인포바인,115310
2,이니텍,053350
1,바른손,018700
1,이엠넷,123570
6,이글루,067920
6,원익,032940
2,팜스빌,318010
2,CNH,023460
2,우리산업홀딩스,072470
6,링네트,042500
1,나래나노텍,137080
2,오텍,067170
6,디에이피,066900
2,효성오앤비,097870
2,성도이엔지,037350
3,씨이랩,189330
1,내츄럴엔도텍,168330
1,에너토크,019990
1,코데즈컴바인,047770
6,한네트,052600
2,뉴트리,270870
2,동아엘텍,088130
1,에코볼트,097780
2,팬젠,222110
0,네오오토,212560
1,테크엘,064520
6,씨엔알리서치,359090
1,신화인터텍,056700
2,SGC이테크건설,016250
3,엔투텍,227950
5,아우딘퓨쳐스,227610
0,해성티피씨,059270
1,NHN벅스,104200
2,한빛소프트,047080
3,소프트센,032680
6,케이엘넷,039420
3,대동기어,008830
3,비투엔,307870
3,자비스,254120
3,진시스템,363250
2,KX하이텍,052900
2,TKG애강,022220
2,이건홀딩스,039020
2,이노테라피,246960
3,에스에이티이엔지,351320
2,승일,049830
3,피델릭스,032580
6,한독크린텍,256150
4,미디어젠,279600
6,그리티,204020
5,비트나인,357880
1,코위버,056360
1,디엔에이링크,127120
3,동국알앤에스,075970
5,나노씨엠에스,247660
2,원익큐브,014190
5,위세아이텍,065370
4,제이엠티,094970
6,화신정공,126640
3,CSA 코스믹,083660
0,루멘스,038060
1,일신바이오,068330
3,플레이디,237820
6,배럴,267790
5,압타머사이언스,291650
4,오에스피,368970
1,산돌,419120
2,대주산업,003310
5,코아시아씨엠,196450
3,브레인즈컴퍼니,099390
6,피씨디렉트,051380
2,케이엠,083550
3,에스유홀딩스,031860
2,파워넷,037030
5,핑거스토리,417180
6,엠브레인,169330
0,웨스트라이즈,064090
1,컬러레이,900310
2,아이즈비전,031310
1,옵티시스,109080
3,와이즈버즈,273060
6,엘엠에스,073110
2,네오크레마,311390
3,누보,332290
6,쌍용정보통신,010280
1,제주맥주,276730
3,넥스트아이,137940
2,씨유테크,376290
6,티엘아이,062860
6,화성밸브,039610
2,모아텍,033200
2,서암기계공업,100660
5,에이에프더블류,312610
2,우원개발,046940
3,한일화학,007770
0,바이옵트로,222160
6,클라우드에어,036170
3,휴맥스홀딩스,028080
0,휴엠앤씨,263920
0,디지캡,197140
6,피엠티,147760
6,대창스틸,140520
0,아이크래프트,052460
0,아이엠,101390
2,프리시젼바이오,335810
6,오디텍,080520
4,오스템,031510
2,삼륭물산,014970
5,신도기연,290520
4,알로이스,297570
1,세림B&G,340440
2,아이퀘스트,262840
6,SG&G,040610
1,뉴인텍,012340
6,삼영엠텍,054540
2,고려시멘트,198440
2,TS인베스트먼트,246690
6,이상네트웍스,080010
3,엔텔스,069410
5,블루콤,033560
0,KB오토시스,024120
2,세원물산,024830
3,지니틱스,303030
6,와이엠,007530
1,옴니시스템,057540
4,재영솔루텍,049630
6,위즈코프,038620
2,국영지앤엠,006050
3,상신전자,263810
2,케이씨티,089150
6,삼일기업공사,002290
6,쎄니트,037760
2,인지소프트,100030
3,TS트릴리온,317240
1,그린생명과학,114450
2,하이즈항공,221840
1,바른손이앤에이,035620
3,메디프론,065650
3,아이톡시,052770
5,우리이앤엘,153490
1,밸로프,331520
2,동양파일,228340
3,비스토스,419540
3,TPC,048770
5,대유에이피,290120
6,비비씨,318410
6,파인디지털,038950
3,엠젠솔루션,032790
1,바이오로그디바이스,208710
5,아이윈플러스,123010
1,이루온,065440
0,일지테크,019540
6,백금T&A,046310
1,픽셀플러스,087600
3,드래곤플라이,030350
5,아이윈,090150
6,유니온커뮤니티,203450
6,서연탑메탈,019770
0,KBI메탈,024840
2,아이스크림에듀,289010
3,코맥스,036690
6,엔에이치스팩20호,391060
1,스페코,013810
5,파멥신,208340
3,마니커에프앤지,195500
3,시큐센,232830
1,크린앤사이언스,045520
6,아이앤씨,052860
2,네이블,153460
5,넥스턴바이오,089140
4,팬스타엔터프라이즈,054300
2,이스트아시아홀딩스,900110
1,동일기연,032960
6,대신정보통신,020180
2,네오티스,085910
2,푸드웰,005670
5,씨큐브,101240
1,현대에이치티,039010
5,비엘팜텍,065170
1,핀텔,291810
1,와이제이엠게임즈,193250
2,한국맥널티,222980
5,큐로홀딩스,051780
3,디와이디,219550
1,삼진,032750
3,아이티아이즈,372800
2,우리엔터프라이즈,037400
2,대한과학,131220
6,리노스,039980
3,솔트웨어,328380
2,서울제약,018680
3,빅텐츠,210120
1,투비소프트,079970
6,싸이버원,356890
3,한일진공,123840
6,신화콘텍,187270
2,GH신소재,130500
0,엔피디,198080
6,이씨에스,067010
5,라닉스,317120
5,앱코,129890
6,시큐브,131090
5,상지카일룸,042940
6,정원엔시스,045510
1,서전기전,189860
2,아이디피,332370
6,삼성스팩8호,448740
1,휴림네트웍스,192410
5,네오펙트,290660
3,바이온,032980
1,인콘,083640
5,코이즈,121850
2,휴럼,353190
0,모헨즈,006920
2,알톤스포츠,123750
3,대성미생물,036480
3,에이디엠코리아,187660
2,아시아경제,127710
2,대호특수강,021040
1,비피도,238200
5,와이더플래닛,321820
2,세중,039310
6,세명전기,017510
2,케이씨피드,025880
1,삼진엘앤디,054090
3,에스엘에스바이오,246250
2,씨유메디칼,115480
2,코디,080530
1,리더스코스메틱,016100
1,신원종합개발,017000
5,이노인스트루먼트,215790
3,윌링스,313760
6,포메탈,119500
2,무림SP,001810
2,파인텍,131760
6,하나금융25호스팩,435620
0,앤씨앤,092600
2,예림당,036000
5,인바이오,352940
3,나노,187790
6,부스타,008470
3,포커스에이치엔에스,331380
2,SGA솔루션즈,184230
6,동양에스텍,060380
3,오리엔트정공,065500
0,비플라이소프트,148780
1,영우디에스피,143540
6,플랜티넷,075130
1,성우테크론,045300
4,토탈소프트,045340
2,세화피앤씨,252500
2,한국유니온제약,080720
2,파인디앤씨,049120
1,블레이드 Ent,044480
3,디젠스,113810
6,원일특강,012620
6,지란지교시큐리티,208350
1,에스에너지,095910
2,휴네시온,290270
2,아이컴포넌트,059100
5,디모아,016670
4,로지시스,067730
1,소프트캠프,258790
1,해성옵틱스,076610
1,윙입푸드,900340
3,한탑,002680
6,풍강,093380
6,진바이오텍,086060
0,메디앙스,014100
6,피앤씨테크,237750
6,빛샘전자,072950
2,대성파인텍,104040
1,코리아에셋투자증권,190650
1,제이에스티나,026040
5,케스피온,079190
6,엔피케이,048830
2,캐스텍코리아,071850
3,웰킵스하이텍,043590
1,우진비앤지,018620
2,성창오토텍,080470
1,이노룰스,296640
1,기산텔레콤,035460
5,옵티코어,380540
2,딜리,131180
6,와토스코리아,079000
1,판타지오,032800
4,디와이씨,310870
5,삼영이엔씨,065570
2,에스폴리텍,050760
2,대동스틸,048470
3,에이치앤비디자인,227100
5,다산솔루에타,154040
4,뉴보텍,060260
1,알엔투테크놀로지,148250
5,DSEN,065150
2,토박스코리아,215480
2,성우전자,081580
5,메디콕스,054180
2,SGA,049470
6,삼성스팩7호,439250
0,유비온,084440
1,캐리소프트,317530
5,까스텔바작,308100
2,모코엠시스,333050
1,알티캐스트,085810
3,이엘피,063760
0,세동,053060
5,애드바이오텍,179530
5,더코디,224060
6,삼일,032280
5,이노진,344860
2,에스에스알,275630
1,신라에스지,025870
5,오가닉티코스메틱,900300
5,원풍물산,008290
5,글로본,019660
2,동방선기,099410
5,티피씨글로벌,130740
1,셀레믹스,331920
2,서울전자통신,027040
2,글로벌에스엠,900070
1,브이씨,365900
1,벨로크,424760
5,비유테크놀러지,230980
1,엑사이엔씨,054940
2,파루,043200
0,에스앤더블류,103230
3,국일신동,060480
5,비츠로시스,054220
2,에프알텍,073540
1,웹스,196700
1,파인테크닉스,106240
1,로스웰,900260
1,커머스마이너,223310
1,대동금속,020400
1,삼영에스앤씨,361670
5,인베니아,079950
5,라이프시맨틱스,347700
1,예선테크,250930
0,스카이문스테크놀로지,033790
1,제닉,123330
5,육일씨엔에쓰,191410
2,CS,065770
3,한솔인티큐브,070590
1,세진티에스,067770
1,씨엔플러스,115530
6,엑스큐어,070300
1,동일철강,023790
1,씨엑스아이,900120
2,파커스,065690
3,피피아이,062970
5,에스아이리소스,065420
1,유아이디,069330
5,에이디칩스,054630
2,엘디티,096870
3,KD,044180
1,헝셩그룹,900270
6,유안타제13호스팩,449020
1,아이오케이,078860
5,누리플랜,069140
6,엔에이치스팩26호,439410
6,하나금융24호스팩,430230
6,엔에이치스팩27호,440820
6,신한제8호스팩,393360
4,하나금융23호스팩,427950
6,신영스팩8호,430220
6,대신밸런스제14호스팩,442310
4,하나머스트7호스팩,372290
6,대신밸런스제13호스팩,438220
6,한국제11호스팩,436610
6,하나26호스팩,446750
6,유진스팩7호,388800
6,한화플러스제3호스팩,430460
6,IBKS제19호스팩,426550
6,교보11호스팩,397880
6,유안타제10호스팩,435380
6,케이비제22호스팩,436530
6,신영스팩9호,445970
6,하나27호스팩,448370
6,유안타제9호스팩,430700
6,하이제6호스팩,377400
6,하이제7호스팩,400840
6,엔에이치스팩24호,437780
2,미래에셋비전스팩2호,446190
6,IBKS제20호스팩,439730
6,미래에셋비전스팩3호,448830
6,IBKS제22호스팩,448760
2,삼성머스트스팩5호,380320
6,유안타제12호스팩,446150
5,THE MIDONG,161570
6,IBKS제21호스팩,442770
6,비엔케이제1호스팩,445360
6,키움제7호스팩,433530
6,한화플러스제2호스팩,386580
6,교보13호스팩,440790
6,에스케이증권제8호스팩,435870
6,유진스팩9호,442130
6,엔에이치스팩25호,438580
2,유진스팩6호,373340
